species,rating,ability,hidden_ability,nature,held_item,ev_hp,ev_attack,ev_defense,ev_special_attack,ev_special_defense,ev_speed,attack_0,attack_1,attack_2,attack_3,hidden_power_type
RIHORNIOR,3,1,false,HART,UEBERRESTE,4,252,0,0,0,252,ERDBEBEN,SCHWERTTANZ,STEINPOLITUR,STEINKANTE,NORMAL
RIHORNIOR,3,1,false,HART,UEBERRESTE,4,252,252,0,0,0,ERDBEBEN,STEINKANTE,HAMMERARM,EISENSCHWEIF,NORMAL
RIHORNIOR,4,1,false,HART,WAHLBAND,4,252,0,0,0,252,ERDBEBEN,STEINKANTE,NASSSCHWEIF,VIELENDER,NORMAL
KANGAMA,2,0,true,FROH,SEIDENSCHAL,4,252,0,0,0,252,ERDBEBEN,RISIKOTACKLE,HAMMERARM,FUSSKICK,NORMAL
KANGAMA,1,0,true,HART,GROSSLINSE,4,252,0,0,0,252,KNIRSCHER,MEGAKICK,WUTANFALL,WUCHTSCHLAG,NORMAL
KANGAMA,1,0,true,HART,PRUNUSBEERE,4,252,0,0,0,252,DURCHBRUCH,DOPPELTEAM,MEGAHIEB,AERO_ASS,NORMAL
SEEDRAKING,4,0,false,MAESSIG,GEWITTER_EI,4,0,0,252,0,252,SURFER,EISSTRAHL,DRACHENPULS,DRACO_METEOR,NORMAL
SEEDRAKING,3,0,false,HART,UEBERRESTE,4,252,0,0,0,252,KASKADE,DRACHENTANZ,WUTANFALL,TOXIN,NORMAL
SEEDRAKING,3,0,false,SCHEU,LEBEN_ORB,4,0,0,252,0,252,HYDROPUMPE,BLIZZARD,LICHTKANONE,DRACHENPULS,NORMAL
CHANEIRA,4,0,false,STILL,EVOLITH,252,0,4,0,252,0,WEICHEI,AROMAKUR,DONNERWELLE,GEOWURF,NORMAL
CHANEIRA,5,0,false,STILL,EVOLITH,252,0,4,0,252,0,WEICHEI,DONNERBLITZ,TOXIN,EISSTRAHL,NORMAL
HEITEIRA,4,0,false,STILL,UEBERRESTE,252,0,4,0,252,0,WEICHEI,GEDANKENGUT,TOXIN,GEOWURF,NORMAL
HEITEIRA,4,0,false,STILL,UEBERRESTE,252,0,4,0,252,0,ERHOLUNG,DOPPELTEAM,TOXIN,GEOWURF,NORMAL
STARMIE,5,1,false,MAESSIG,WAHLSCHAL,4,0,0,252,0,252,SURFER,EISSTRAHL,DONNERBLITZ,PSYCHOKINESE,NORMAL
STARMIE,4,1,false,SCHEU,LEBEN_ORB,4,0,0,252,0,252,HYDROPUMPE,BLIZZARD,DONNER,PSYCHOKINESE,NORMAL
STARMIE,3,1,false,STILL,SEEGESANG,252,0,0,252,0,4,HYDROPUMPE,GENESUNG,KONFUSTRAHL,GEDANKENGUT,NORMAL
STARMIE,4,1,false,MAESSIG,PRUNUSBEERE,4,0,0,252,0,252,SURFER,PSYCHOKINESE,EISSTRAHL,GEDANKENGUT,NORMAL
ELEVOLTEK,4,0,false,HART,LEBEN_ORB,4,252,0,0,0,252,DONNERSCHLAG,ERDBEBEN,EISHIEB,KREUZHIEB,NORMAL
ELEVOLTEK,4,0,false,HART,ELEKTROJUWEL,4,252,0,0,0,252,DONNERSCHLAG,EISENSCHWEIF,FEUERSCHLAG,HAMMERARM,NORMAL
ELEVOLTEK,3,0,false,HITZIG,MAGNET,4,160,0,92,0,252,DONNER,FLAMMENWURF,EISHIEB,FOKUSSTOSS,NORMAL
ELEVOLTEK,3,0,false,MAESSIG,GEWITTER_EI,4,0,0,252,0,252,DONNER,METEOROLOGE,REGENTANZ,LICHTSCHILD,NORMAL
MAGBRANT,4,0,true,MAESSIG,SCHLOHKRAUT,4,0,0,252,0,252,HITZEKOLLER,FOKUSSTOSS,PSYCHOKINESE,DONNERBLITZ,NORMAL
MAGBRANT,3,0,true,SCHEU,LEBEN_ORB,4,0,0,252,0,252,FLAMMENWURF,SCHALLWELLE,IRRLICHT,PSYCHOKINESE,NORMAL
MAGBRANT,3,0,true,HART,TSITRUBEERE,4,252,0,0,0,252,FLAMMENBLITZ,BAUCHTROMMEL,ERDBEBEN,TEMPOHIEB,NORMAL
SICHLOR,4,0,false,HART,EVOLITH,252,252,4,0,0,0,KREUZSCHERE,SCHWERTTANZ,FLUEGELSCHLAG,NACHTHIEB,NORMAL
SICHLOR,3,0,true,HART,EVOLITH,252,252,4,0,0,0,ZORNKLINGE,TOXIN,DOPPELTEAM,FLUCH,NORMAL
SCHEROX,4,0,true,HART,PRUNUSBEERE,4,252,0,0,0,252,PATRONENHIEB,SCHWERTTANZ,ABSCHLAG,KREUZSCHERE,NORMAL
SCHEROX,4,0,false,HART,UEBERRESTE,4,252,0,0,0,252,STAHLFLUEGEL,ZERSCHNEIDER,KRAFTKOLOSS,KREUZSCHERE,NORMAL
SCHEROX,5,0,false,HART,WAHLBAND,4,252,0,0,0,252,PATRONENHIEB,NACHTHIEB,ZERSCHNEIDER,KREUZSCHERE,NORMAL
SCHEROX,3,0,false,HART,TAMOTBEERE,252,252,0,0,0,4,AUSDAUER,GEGENSCHLAG,TOXIN,STAHLFLUEGEL,NORMAL
PINSIR,3,0,true,HART,LEBEN_ORB,4,252,0,0,0,252,KREUZSCHERE,ERDBEBEN,STEINKANTE,RUCKZUCKHIEB,NORMAL
PINSIR,2,0,true,HART,KAEFERJUWEL,4,252,0,0,0,252,GUILLOTINE,KREUZSCHERE,STAERKE,SCHAUFLER,NORMAL
TAUROS,3,0,true,HART,SEIDENSCHAL,4,252,0,0,0,252,RISIKOTACKLE,EISENSCHWEIF,ERDBEBEN,ZEN_KOPFSTOSS,NORMAL
TAUROS,3,0,true,FROH,PRUNUSBEERE,4,252,0,0,0,252,FRUSTRATION,STEINKANTE,NAHKAMPF,VIELENDER,NORMAL
TAUROS,2,0,true,HART,PERSIMBEERE,4,252,0,0,0,252,BODYSLAM,HORNBOHRER,WUTANFALL,ANGEBEREI,NORMAL
GARADOS,5,0,false,HART,UEBERRESTE,4,252,0,0,0,252,KASKADE,DRACHENTANZ,EISZAHN,ERDBEBEN,NORMAL
GARADOS,4,0,false,HART,PRUNUSBEERE,4,252,0,0,0,252,KASKADE,STEINKANTE,EISZAHN,EISENSCHWEIF,NORMAL
GARADOS,3,0,false,PFIFFIG,UEBERRESTE,252,252,0,0,0,4,NASSSCHWEIF,SCHUTZSCHILD,DONNERWELLE,ERDBEBEN,NORMAL
GARADOS,3,0,false,MAESSIG,LEBEN_ORB,4,0,0,252,0,252,SURFER,DONNERBLITZ,FLAMMENWURF,EISSTRAHL,NORMAL
GARADOS,2,0,false,HART,PERSIMBEERE,4,252,0,0,0,252,FUCHTLER,WUTANFALL,KASKADE,EISZAHN,NORMAL
LAPRAS,2,0,true,STILL,UEBERRESTE,252,0,0,252,0,4,EISESKAELTE,ABGESANG,KONFUSTRAHL,RUCKENTZUG,NORMAL
LAPRAS,4,0,true,MAESSIG,EISJUWEL,4,0,0,252,0,252,EISSTRAHL,SURFER,AMPELLEUCHTE,DRACHENPULS,NORMAL
LAPRAS,3,0,true,HART,WAHLBAND,4,252,0,0,0,252,EISSPEER,KASKADE,VIELENDER,ERDBEBEN,NORMAL
LAPRAS,4,0,true,MAESSIG,UEBERRESTE,4,0,0,252,0,252,EISSTRAHL,SURFER,DONNERBLITZ,PSYCHOKINESE,NORMAL
AQUANA,4,0,false,KUEHN,UEBERRESTE,252,0,160,92,4,0,SURFER,EISSTRAHL,WUNSCHTRAUM,SCHUTZSCHILD,NORMAL
AQUANA,4,0,false,MAESSIG,WASSERJUWEL,4,0,0,252,0,252,SURFER,EISSTRAHL,SPUKBALL,GEDANKENGUT,NORMAL
AQUANA,2,0,true,MAESSIG,SEEGESANG,252,0,0,252,0,4,HYDROPUMPE,SAEUREPANZER,EISSTURM,AMPELLEUCHTE,NORMAL
AQUANA,3,0,false,KUEHN,UEBERRESTE,252,0,0,252,0,4,WUNSCHTRAUM,SCHUTZSCHILD,GAEHNER,SURFER,NORMAL
BLITZA,3,0,false,SCHEU,LEBEN_ORB,4,0,0,252,0,252,DONNERBLITZ,SPUKBALL,DOPPELTEAM,DONNERWELLE,NORMAL
BLITZA,3,0,false,MAESSIG,DONNER_EI,4,0,0,252,0,252,DONNER,SPUKBALL,REGENTANZ,SCHALLWELLE,NORMAL
FLAMARA,3,0,false,HART,WAHLBAND,4,252,0,0,0,252,FLAMMENBLITZ,EISENSCHWEIF,KRAFTKOLOSS,RISIKOTACKLE,NORMAL
FLAMARA,3,0,false,HART,SONNEN_EI,4,252,0,0,0,252,FEUERZAHN,EISENSCHWEIF,SONNENTAG,FRUSTRATION,NORMAL
GLAZIOLA,4,0,false,MAESSIG,UEBERRESTE,92,0,0,252,160,4,BLIZZARD,SPIEGELCAPE,SPUKBALL,AMPELLEUCHTE,NORMAL
GLAZIOLA,3,0,true,MAESSIG,BLIZZARD_EI,252,0,0,252,0,4,BLIZZARD,VITALGLOCKE,HAGELSTURM,SPUKBALL,NORMAL
GLAZIOLA,2,0,true,MAESSIG,TSITRUBEERE,0,0,0,252,0,252,EISSTRAHL,AQUAWELLE,TOXIN,DOPPELTEAM,NORMAL
PSIANA,4,0,false,MAESSIG,LEBEN_ORB,4,0,0,252,0,252,PSYCHOKINESE,GEDANKENGUT,SPUKBALL,ZAUBERSCHEIN,NORMAL
PSIANA,4,0,false,MAESSIG,PSYCHOJUWEL,4,0,0,252,0,252,PSYCHOKINESE,BLITZ,AMPELLEUCHTE,ZAUBERSCHEIN,NORMAL
PSIANA,3,0,true,MAESSIG,UEBERRESTE,92,0,0,252,160,0,PSYCHOKINESE,GEDANKENGUT,ERHOHLUNG,SCHLAFREDE,NORMAL
PSIANA,2,0,false,STILL,SEEGESANG,92,0,0,252,160,0,PSYCHOKINESE,GEDANKENGUT,LEHMSCHELLE,SCHALLWELLE,NORMAL
NACHTARA,3,0,true,PFIFFIG,UEBERRESTE,252,4,160,0,92,0,FLUCH,KNIRSCHER,EISENSCHWEIF,VITALGLOCKE,NORMAL
NACHTARA,3,0,false,PFIFFIG,SEEGESANG,252,4,160,0,92,0,ANGEBEREI,KNIRSCHER,EISENSCHWEIF,PSYCHO_PLUS,NORMAL
NACHTARA,3,0,true,PFIFFIG,TSITRUBEERE,252,4,160,0,92,0,FLUCH,KNIRSCHER,TOXIN,FRUSTRATION,NORMAL
FOLIPURBA,4,0,false,HART,SONNEN_EI,4,252,0,0,0,252,LAUBKLINGE,EISENSCHWEIF,SONNENTAG,KREUZSCHERE,NORMAL
FOLIPURBA,3,0,false,HART,PFLANZENJUWEL,4,252,0,0,0,252,LAUBKLINGE,SCHWERTTANZ,KREUZSCHERE,STAERKE,NORMAL
FOLIPURBA,2,0,false,HART,UEBERRESTE,4,252,252,0,0,0,LAUBKLINGE,FLUCH,KREUZSCHERE,AERO_ASS,NORMAL
FEELINARA,4,0,true,MAESSIG,UEBERRESTE,4,0,0,252,252,0,BLITZ,GEDANKENGUT,MONDGEWALT,PSYCHOKINESE,NORMAL
FEELINARA,3,0,true,MAESSIG,FEEJUWEL,4,0,0,252,0,252,ZAUBERSCHEIN,PSYCHOKINESE,BLITZ,SPUKBALL,NORMAL
FEELINARA,3,0,true,MILD,MARONBEERE,4,0,0,252,252,0,ZAUBERSCHEIN,ANZIEHUNG,ERHOHLUNG,RUCKZUCKHIEB,NORMAL
PORYGON_2,4,0,false,KUEHN,EVOLITH,252,0,92,0,160,0,GENESUNG,DONNERWELLE,TRIPLETTE,DONNERBLITZ,NORMAL
PORYGON_2,4,0,false,KUEHN,EVOLITH,252,0,92,0,160,0,GENESUNG,TOXIN,TRIPLETTE,DONNERBLITZ,NORMAL
PORYGON_Z,4,0,true,MAESSIG,WAHLGLAS,4,0,0,252,0,252,TRIPLETTE,DONNERBLITZ,EISSTRAHL,TRICKBETRUG,NORMAL
PORYGON_Z,3,0,true,SCHEU,LEBEN_ORB,4,0,0,252,0,252,ZIELSCHUSS,TRIPLETTE,BLITZKANONE,PSYCHOKINESE,NORMAL
PORYGON_Z,3,0,true,STILL,UEBERRESTE,252,0,0,252,4,0,GENESUNG,DONNERWELLE,DONNER,TRIPLETTE,NORMAL
PORYGON_Z,2,0,true,SCHEU,NORMALJUWEL,4,0,0,252,0,252,TRIPLETTE,DONNERBLITZ,EISSTURM,AGILITAET,NORMAL
PORYGON_Z,3,0,true,SCHEU,WAHLSCHAL,4,0,0,252,0,252,SPUKBALL,TRIPLETTE,DONNERBLITZ,PSYCHOKINESE,NORMAL
RELAXO,5,1,false,HART,UEBERRESTE,188,0,144,0,176,0,FLUCH,ERHOLUNG,ERDBEBEN,BODYSLAM,NORMAL
RELAXO,4,1,false,HART,TSITRUBEERE,188,0,144,0,176,0,BAUCHTROMMEL,RISIKOTACKLE,HAMMERARM,ERDBEBEN,NORMAL
RELAXO,4,1,false,HART,WAHLBAND,0,252,92,0,160,0,RISIKOTACKLE,WUCHTSCHLAG,FEUERSCHLAG,EISHIEB,NORMAL
RELAXO,3,1,false,HART,MARONBEERE,188,0,144,0,176,0,BODYSLAM,DURCHBRUCH,ERHOLUNG,SCHLAFREDE,NORMAL
AMOROSO,3,0,false,SCHEU,GEWITTER_EI,4,0,0,252,0,252,SURFER,EISSTRAHL,ANTIK_KRAFT,REGENTANZ,NORMAL
AMOROSO,3,0,false,MAESSIG,UEBERRESTE,4,0,252,252,0,0,SURFER,ERDKRAEFTE,ANTIK_KRAFT,TOXIN,NORMAL
AMOROSO,1,0,true,KUEHN,UEBERRESTE,252,0,252,4,0,0,HORNBOHRER,GEOWURF,DOPPELTEAM,EISENABWEHR,NORMAL
KABUTOPS,3,0,false,FROH,GEWITTER_EI,4,252,0,0,0,252,REGENTANZ,KASKADE,STEINKANTE,NACHTHIEB,NORMAL
KABUTOPS,3,0,false,HART,WAHLBAND,4,252,0,0,0,252,WASSERDUESE,KREUZSCHERE,STEINKANTE,NACHTHIEB,NORMAL
KABUTOPS,2,0,false,HART,UEBERRESTE,4,252,0,0,0,252,WASSERDUESE,SCHWERTTANZ,STEINKANTE,ZERSCHNEIDER,NORMAL
AERODACTYL,4,0,true,HART,WAHLBAND,4,252,0,0,0,252,STEINKANTE,EISZAHN,DONNERZAHN,ERDBEBEN,NORMAL
AERODACTYL,3,0,true,HART,LEBEN_ORB,4,252,0,0,0,252,STEINKANTE,DRACHENTANZ,AERO_ASS,KNIRSCHER,NORMAL
AERODACTYL,3,0,true,FROH,GESTEINJUWEL,4,252,0,0,0,252,STEINKANTE,ERDBEBEN,AERO_ASS,KNIRSCHER,NORMAL
AERODACTYL,2,0,true,MAESSIG,LEBEN_ORB,4,0,0,252,0,252,ANTIK_KRAFT,FLAMMENWURF,ERDKRAEFTE,DRACHENPULS,NORMAL
ARKTOS,5,0,true,KUEHN,UEBERRESTE,252,0,160,92,0,0,BLIZZARD,AQUAWELLE,SPIEGELCAPE,WINDSCHNITT,NORMAL
ARKTOS,5,0,true,HART,UEBERRESTE,252,160,0,0,92,0,EISSPLITTER,STAHLFLUEGEL,ZERTRUEMMERER,STURZFLUG,NORMAL
ZAPDOS,5,0,true,MAESSIG,UEBERRESTE,252,0,0,252,0,4,DONNERBLITZ,HITZEWELLE,SCHUTZSCHILD,TOXIN,NORMAL
ZAPDOS,5,0,true,SCHEU,GEWITTER_EI,4,0,0,252,0,252,DONNER,METEOROLOGE,REGENTANZ,WINDSCHNITT,NORMAL
LAVADOS,5,0,true,MAESSIG,SONNEN_EI,4,0,0,252,0,252,FEUERSTURM,SOLARSTRAHL,WINDSCHNITT,SONNENTAG,NORMAL
LAVADOS,5,0,true,MAESSIG,UEBERRESTE,252,0,0,252,0,4,FLAMMENWURF,ANTIK_KRAFT,WINDSCHNITT,ERHOLUNG,NORMAL
DRAGORAN,5,0,true,HART,UEBERRESTE,4,252,0,0,0,252,DRACHENTANZ,DRACHENKLAUE,ERDBEBEN,TURBOTEMPO,NORMAL
DRAGORAN,5,0,true,FROH,WAHLBAND,4,252,0,0,0,252,TURBOTEMPO,WUTANFALL,ERDBEBEN,FEUERSCHLAG,NORMAL
DRAGORAN,4,0,true,FROH,PERSIMBEERE,4,252,0,0,0,252,NASSSCHWEIF,WUTANFALL,ERDBEBEN,FLIEGEN,NORMAL
DRAGORAN,4,0,true,MAESSIG,SCHLOHKRAUT,252,0,0,252,0,4,DONNER,DRACO_METEOR,FEUERSTURM,BLIZZARD,NORMAL
DRAGORAN,3,0,false,HART,LEBEN_ORB,4,252,0,0,0,4,DONNERWELLE,NASSSCHWEIF,DRACHENKLAUE,AERO_ASS,NORMAL
